0.0008332977 ,0.0025920911 ,,
0.0007994228 ,0.0025767803 ,,
0.0007650000 ,0.0025597034 ,,
0.0007300529 ,0.0025408723 ,,
0.0006946055 ,0.0025202998 ,,
0.0006586820 ,0.0024980000 ,,
0.0006223071 ,0.0024739881 ,,
0.0005855057 ,0.0024482808 ,,
0.0005483030 ,0.0024208955 ,,
0.0005107245 ,0.0023918510 ,,
0.0004727960 ,0.0023611673 ,,
0.0004345435 ,0.0023288653 ,,
0.0003959931 ,0.0022949673 ,,
0.0003571714 ,0.0022594964 ,,
0.0003181049 ,0.0022224770 ,,
0.0002788204 ,0.0021839344 ,,
0.0002393447 ,0.0021438950 ,,
0.0001997051 ,0.0021023864 ,,
0.0001599285 ,0.0020594368 ,,
0.0001200424 ,0.0020150758 ,,
0.0000800740 ,0.0019693338 ,,
0.0000400507 ,0.0019222421 ,,
0.0000000000 ,0.0018738330 ,,
-0.0000400507 ,0.0018241396 ,,
-0.0000800740 ,0.0017731961 ,,
-0.0001200424 ,0.0017210373 ,,
-0.0001599285 ,0.0016676990 ,,
-0.0001997051 ,0.0016132178 ,,
-0.0002393447 ,0.0015576309 ,,
-0.0002788204 ,0.0015009765 ,,
-0.0003181049 ,0.0014432934 ,,
-0.0003571714 ,0.0013846212 ,,
-0.0003959931 ,0.0013250000 ,,
-0.0004345435 ,0.0012644707 ,,
-0.0004727960 ,0.0012030748 ,,
-0.0005107245 ,0.0011408544 ,,
-0.0005483030 ,0.0010778521 ,,
-0.0005855057 ,0.0010141111 ,,
-0.0006223071 ,0.0009496751 ,,
-0.0006586820 ,0.0008845882 ,,
-0.0006946055 ,0.0008188950 ,,
-0.0007300529 ,0.0007526407 ,,
-0.0007650000 ,0.0006858705 ,,
-0.0007994228 ,0.0006186302 ,,
-0.0008332977 ,0.0005509660 ,,
-0.0008666015 ,0.0004829241 ,,
-0.0008993114 ,0.0004145513 ,,
-0.0009314050 ,0.0003458944 ,,
-0.0009628602 ,0.0002770004 ,,
-0.0009936555 ,0.0002079166 ,,
-0.0010237698 ,0.0001386903 ,,
-0.0010531825 ,0.0000693689 ,,
-0.0010818734 ,0.0000000000 ,,
-0.0011098228 ,-0.0000693689 ,,
-0.0011370116 ,-0.0001386903 ,,
-0.0011634211 ,-0.0002079166 ,,
-0.0011890333 ,-0.0002770004 ,,
-0.0012138306 ,-0.0003458944 ,,
-0.0012377960 ,-0.0004145513 ,,
-0.0012609131 ,-0.0004829241 ,,
-0.0012831660 ,-0.0005509660 ,,
-0.0013045395 ,-0.0006186302 ,,
-0.0013250189 ,-0.0006858705 ,,
-0.0013445902 ,-0.0007526407 ,,
-0.0013632400 ,-0.0008188950 ,,
-0.0013809555 ,-0.0008845882 ,,
-0.0013977246 ,-0.0009496751 ,,
-0.0014135357 ,-0.0010141111 ,,
-0.0014283781 ,-0.0010778521 ,,
-0.0014422415 ,-0.0011408544 ,,
-0.0014551165 ,-0.0012030748 ,,
-0.0014669942 ,-0.0012644707 ,,
-0.0014778665 ,-0.0013250000 ,,
-0.0014877260 ,-0.0013846212 ,,
-0.0014965658 ,-0.0014432934 ,,
-0.0015043800 ,-0.0015009765 ,,
-0.0015111632 ,-0.0015576309 ,,
-0.0015169106 ,-0.0016132178 ,,
-0.0015216185 ,-0.0016676990 ,,
-0.0015252835 ,-0.0017210373 ,,
-0.0015279032 ,-0.0017731961 ,,
-0.0015294757 ,-0.0018241396 ,,
-0.0015300000 ,-0.0018738330 ,,
-0.0015294757 ,-0.0019222421 ,,
-0.0015279032 ,-0.0019693338 ,,
-0.0015252835 ,-0.0020150758 ,,
-0.0015216185 ,-0.0020594368 ,,
-0.0015169106 ,-0.0021023864 ,,
-0.0015111632 ,-0.0021438950 ,,
-0.0015043800 ,-0.0021839344 ,,
-0.0014965658 ,-0.0022224770 ,,
-0.0014877260 ,-0.0022594964 ,,
-0.0014778665 ,-0.0022949673 ,,
-0.0014669942 ,-0.0023288653 ,,
-0.0014551165 ,-0.0023611673 ,,
-0.0014422415 ,-0.0023918510 ,,
-0.0014283781 ,-0.0024208955 ,,
-0.0014135357 ,-0.0024482808 ,,
-0.0013977246 ,-0.0024739881 ,,
-0.0013809555 ,-0.0024980000 ,,
-0.0013632400 ,-0.0025202998 ,,
-0.0013445902 ,-0.0025408723 ,,
-0.0013250189 ,-0.0025597034 ,,
-0.0013045395 ,-0.0025767803 ,,
-0.0012831660 ,-0.0025920911 ,,
-0.0012609131 ,-0.0026056255 ,,
-0.0012377960 ,-0.0026173741 ,,
-0.0012138306 ,-0.0026273289 ,,
-0.0011890333 ,-0.0026354830 ,,
-0.0011634211 ,-0.0026418309 ,,
-0.0011370116 ,-0.0026463683 ,,
-0.0011098228 ,-0.0026490919 ,,
-0.0010818734 ,-0.0026500000 ,,
-0.0010531825 ,-0.0026490919 ,,
-0.0010237698 ,-0.0026463683 ,,
-0.0009936555 ,-0.0026418309 ,,
-0.0009628602 ,-0.0026354830 ,,
-0.0009314050 ,-0.0026273289 ,,
-0.0008993114 ,-0.0026173741 ,,
-0.0008666015 ,-0.0026056255 ,,
-0.0008332977 ,-0.0025920911 ,,
-0.0007994228 ,-0.0025767803 ,,
-0.0007650000 ,-0.0025597034 ,,
-0.0007300529 ,-0.0025408723 ,,
-0.0006946055 ,-0.0025202998 ,,
-0.0006586820 ,-0.0024980000 ,,
-0.0006223071 ,-0.0024739881 ,,
-0.0005855057 ,-0.0024482808 ,,
-0.0005483030 ,-0.0024208955 ,,
-0.0005107245 ,-0.0023918510 ,,
-0.0004727960 ,-0.0023611673 ,,
-0.0004345435 ,-0.0023288653 ,,
-0.0003959931 ,-0.0022949673 ,,
-0.0003571714 ,-0.0022594964 ,,
-0.0003181049 ,-0.0022224770 ,,
-0.0002788204 ,-0.0021839344 ,,
-0.0002393447 ,-0.0021438950 ,,
-0.0001997051 ,-0.0021023864 ,,
-0.0001599285 ,-0.0020594368 ,,
-0.0001200424 ,-0.0020150758 ,,
-0.0000800740 ,-0.0019693338 ,,
-0.0000400507 ,-0.0019222421 ,,
0.0000000000 ,-0.0018738330 ,,
